complaint_id,fraud_type,amount_lost,number_of_hops,victim_lat,victim_lon,withdrawal_lat,withdrawal_lon,beneficiary_bank,complaint_datetime,victim_district,victim_state,alert_level,is_insider_case,withdrawal_zone,freezable_amount,hour,is_weekend
CS2024020961,UPI Fraud,10000.45,2,28.712471,76.838874,28.671694,76.51982,PNB,2024-08-28 07:30:00,Delhi,Delhi,LOW,False,28.7_76.5,8500.3825,7,False
CS2024020962,Romance Scam,47240.83,3,28.993986,77.297165,30.384635,76.539952,Canara,2024-06-09 12:05:00,Delhi NCR,Haryana,LOW,False,30.4_76.5,33068.581,12,True
CS2024020963,Lottery Fraud,11645.98,2,17.28362,78.344917,16.943787,78.523132,Axis,2024-11-09 02:42:00,Hyderabad,Telangana,LOW,False,16.9_78.5,9899.082999999999,2,True
CS2024020964,Tech Support Fraud,2669.4,2,19.233484,73.00876,19.520368,73.130901,SBI,2024-08-20 03:18:00,Mumbai,Maharashtra,LOW,False,19.5_73.1,2268.9900000000002,3,False
CS2024020965,Job Fraud,1915.84,3,12.939217,77.518161,12.746885,77.982533,HDFC,2024-02-27 01:14:00,Bengaluru,Karnataka,LOW,False,12.7_78.0,1341.088,1,False
CS2024020966,Investment Scam,40222.36,5,28.416104,76.570852,27.587909,75.617894,PNB,2024-03-08 21:42:00,Delhi NCR,Haryana,MEDIUM,False,27.6_75.6,16088.944000000001,21,False
CS2024020967,Romance Scam,25178.51,6,24.009832,87.170912,23.256999,87.535217,Axis,2024-05-13 05:12:00,Jamtara,Jharkhand,MEDIUM,False,23.3_87.5,6294.6275,5,False
CS2024020968,Romance Scam,20843.26,4,28.418004,77.194256,27.141904,77.918768,Axis,2024-03-10 02:02:00,Delhi,Delhi,MEDIUM,False,27.1_77.9,11463.793,2,True
CS2024020969,OLX Scam,3918.75,3,17.525918,78.518311,17.350416,78.157402,Kotak,2024-06-27 05:41:00,Hyderabad,Telangana,LOW,False,17.4_78.2,2743.125,5,False
CS2024020970,Job Fraud,2275.06,3,24.08012,87.057952,23.879064,87.206961,Axis,2024-04-06 22:19:00,Jamtara,Jharkhand,LOW,False,23.9_87.2,1592.542,22,True
CS2024020971,KYC Fraud,116.41,3,28.830888,77.035493,28.25627,76.154196,PNB,2024-09-20 11:06:00,Delhi,Delhi,LOW,False,28.3_76.2,81.487,11,False
CS2024020972,Tech Support Fraud,5496.76,3,28.442059,76.845946,28.136229,77.237355,ICICI,2024-02-17 14:36:00,Delhi,Delhi,LOW,False,28.1_77.2,3847.732,14,True
CS2024020973,Investment Scam,28202.8,5,13.043028,77.460159,14.172518,77.469045,Canara,2024-03-16 02:43:00,Bengaluru,Karnataka,MEDIUM,False,14.2_77.5,11281.12,2,True
CS2024020974,Romance Scam,110465.82,6,28.576576,77.105221,28.534744,75.853476,Kotak,2024-06-24 03:28:00,Delhi,Delhi,HIGH,False,28.5_75.9,27616.455,3,False
CS2024020975,KYC Fraud,109.99,4,28.443816,77.165891,28.775997,76.589435,Kotak,2024-10-22 02:29:00,Delhi,Delhi,MEDIUM,False,28.8_76.6,60.4945,2,False
CS2024020976,Job Fraud,253.41,2,28.735813,77.126753,28.635765,77.369463,ICICI,2024-12-13 04:56:00,Delhi,Delhi,LOW,False,28.6_77.4,215.39849999999998,4,False
CS2024020977,Tech Support Fraud,705.02,2,19.22141,72.985338,18.934342,72.804818,PNB,2024-07-14 01:36:00,Mumbai,Maharashtra,LOW,False,18.9_72.8,599.2669999999999,1,True
CS2024020978,Lottery Fraud,2400.13,4,28.875888,76.978547,28.390829,77.501083,HDFC,2024-10-30 00:57:00,Delhi,Delhi,MEDIUM,False,28.4_77.5,1320.0715000000002,0,False
CS2024020979,Tech Support Fraud,9049.06,3,19.087658,73.090379,19.555841,72.869685,BOB,2024-03-27 16:38:00,Mumbai,Maharashtra,LOW,False,19.6_72.9,6334.342,16,False
CS2024020980,Lottery Fraud,11751.59,4,28.403153,77.065202,28.90328,76.874301,Canara,2024-10-03 01:25:00,Delhi,Delhi,MEDIUM,False,28.9_76.9,6463.374500000001,1,False
CS2024020981,OLX Scam,15584.89,1,28.612445,76.823575,28.777274,76.673995,Canara,2024-04-23 02:37:00,Delhi,Delhi,LOW,False,28.8_76.7,15584.89,2,False
CS2024020982,Romance Scam,446.7,4,28.791944,76.939955,27.828869,76.412664,Axis,2024-06-26 05:45:00,Delhi NCR,Haryana,MEDIUM,False,27.8_76.4,245.685,5,False
CS2024020983,UPI Fraud,5421.02,4,19.284449,72.709624,19.143489,71.854301,PNB,2024-07-03 17:06:00,Mumbai,Maharashtra,MEDIUM,False,19.1_71.9,2981.5610000000006,17,False
CS2024020984,Lottery Fraud,12307.73,3,28.834803,77.248123,28.501062,77.264722,Axis,2024-04-13 21:26:00,Delhi,Delhi,LOW,False,28.5_77.3,8615.410999999998,21,True
CS2024020985,UPI Fraud,1835.3,3,18.992024,72.999931,19.571108,73.023805,Canara,2024-06-26 10:31:00,Mumbai,Maharashtra,LOW,False,19.6_73.0,1284.7099999999998,10,False
CS2024020986,Romance Scam,279597.05,8,12.840672,77.483934,13.669516,80.056407,SBI,2024-01-18 08:10:00,Bengaluru,Karnataka,HIGH,False,13.7_80.1,27959.705,8,False
CS2024020987,Lottery Fraud,3916.38,5,28.651989,76.551726,28.851291,76.225136,Kotak,2024-10-02 10:59:00,Delhi NCR,Haryana,MEDIUM,False,28.9_76.2,1566.5520000000001,10,False
CS2024020988,Job Fraud,1795.26,2,12.819949,77.635272,12.655195,78.091598,ICICI,2024-04-18 09:56:00,Bengaluru,Karnataka,LOW,False,12.7_78.1,1525.971,9,False
CS2024020989,Investment Scam,228708.8,7,28.642798,76.675898,26.850693,75.217128,Axis,2024-10-28 19:10:00,Delhi NCR,Haryana,HIGH,False,26.9_75.2,22870.88000000002,19,False
CS2024020990,Romance Scam,33982.95,6,24.004615,87.126124,24.107305,85.042626,BOB,2024-07-12 23:29:00,Jamtara,Jharkhand,MEDIUM,False,24.1_85.0,8495.7375,23,False
CS2024020991,Romance Scam,12200.55,4,19.159915,72.838938,18.643792,74.774328,ICICI,2024-02-23 05:45:00,Mumbai,Maharashtra,MEDIUM,False,18.6_74.8,6710.3025,5,False
CS2024020992,Lottery Fraud,37639.8,2,28.720805,77.755386,28.108111,77.958351,Axis,2024-07-22 23:08:00,Delhi NCR,Haryana,LOW,False,28.1_78.0,31993.83,23,False
CS2024020993,Lottery Fraud,10874.59,2,18.917823,72.836106,19.550498,73.135919,SBI,2024-12-13 01:19:00,Mumbai,Maharashtra,LOW,False,19.6_73.1,9243.4015,1,False
CS2024020994,Romance Scam,20818.76,6,12.888091,77.673537,10.748762,76.760919,PNB,2024-06-21 01:46:00,Bengaluru,Karnataka,MEDIUM,False,10.7_76.8,5204.69,1,False
CS2024020995,Job Fraud,1149.05,2,28.781235,77.090345,29.063693,77.477137,SBI,2024-01-26 06:09:00,Delhi,Delhi,LOW,False,29.1_77.5,976.6924999999999,6,False
CS2024020996,Lottery Fraud,17732.28,2,19.06627,72.942731,19.046874,73.415564,ICICI,2024-01-24 10:39:00,Mumbai,Maharashtra,LOW,False,19.0_73.4,15072.437999999998,10,False
CS2024020997,Romance Scam,29498.29,4,18.976814,72.759717,18.197589,73.810068,ICICI,2024-04-04 05:25:00,Mumbai,Maharashtra,MEDIUM,False,18.2_73.8,16224.059500000001,5,False
CS2024020998,UPI Fraud,41826.16,3,28.367141,76.981245,28.644285,76.765691,BOB,2024-08-30 07:44:00,Delhi NCR,Haryana,LOW,False,28.6_76.8,29278.312,7,False
CS2024020999,Job Fraud,4863.08,2,17.473982,78.476179,17.617895,78.188564,Kotak,2024-09-17 06:25:00,Hyderabad,Telangana,LOW,False,17.6_78.2,4133.6179999999995,6,False
CS2024021000,KYC Fraud,745.49,4,24.137024,87.109358,24.214866,86.179995,BOB,2024-09-25 17:20:00,Jamtara,Jharkhand,MEDIUM,False,24.2_86.2,410.01950000000005,17,False
CS2024021001,Investment Scam,98797.52,7,23.94133,86.958737,21.9116,88.278961,Axis,2024-04-24 20:22:00,Jamtara,Jharkhand,MEDIUM,False,21.9_88.3,9879.75200000001,20,False
CS2024021002,Lottery Fraud,11005.51,5,24.157747,86.960872,24.995301,88.325187,SBI,2024-08-10 18:27:00,Jamtara,Jharkhand,MEDIUM,False,25.0_88.3,4402.204000000001,18,True
CS2024021003,KYC Fraud,2697.2,4,12.888857,77.6762,12.793844,76.935584,PNB,2024-11-02 07:14:00,Bengaluru,Karnataka,MEDIUM,False,12.8_76.9,1483.46,7,True
CS2024021004,KYC Fraud,6394.02,4,28.790912,76.899838,28.552124,77.382559,ICICI,2024-11-27 08:16:00,Delhi,Delhi,MEDIUM,False,28.6_77.4,3516.7110000000007,8,False
CS2024021005,Investment Scam,151191.8,5,18.873939,72.729791,18.511818,72.135047,Kotak,2024-11-09 09:22:00,Mumbai,Maharashtra,MEDIUM,False,18.5_72.1,60476.72,9,True
CS2024021006,UPI Fraud,1674.9,3,17.32252,78.34213,18.302374,78.590229,SBI,2024-08-14 19:58:00,Hyderabad,Telangana,LOW,False,18.3_78.6,1172.43,19,False
CS2024021007,UPI Fraud,741.55,4,24.122124,86.912132,24.621116,86.699305,BOB,2024-06-04 20:51:00,Jamtara,Jharkhand,MEDIUM,False,24.6_86.7,407.8525,20,False
CS2024021008,Romance Scam,36261.95,5,18.953781,72.824067,18.357968,71.566398,Kotak,2024-12-07 17:25:00,Mumbai,Maharashtra,MEDIUM,False,18.4_71.6,14504.779999999999,17,True
CS2024021009,Job Fraud,496.56,1,19.17758,73.026701,19.217157,72.850921,BOB,2024-05-22 21:06:00,Mumbai,Maharashtra,LOW,False,19.2_72.9,496.56,21,False
CS2024021010,OLX Scam,1865.5,3,28.845172,77.776812,29.152347,77.397256,BOB,2024-01-21 15:31:00,Delhi NCR,Haryana,LOW,False,29.2_77.4,1305.85,15,True
CS2024021011,OLX Scam,7782.81,2,28.850309,76.563932,28.826715,76.81983,HDFC,2024-10-28 06:02:00,Delhi NCR,Haryana,LOW,False,28.8_76.8,6615.3885,6,False
CS2024021012,Tech Support Fraud,2890.73,3,28.565063,77.309526,28.302256,77.698273,HDFC,2024-01-12 03:01:00,Delhi,Delhi,LOW,False,28.3_77.7,2023.511,3,False
CS2024021013,UPI Fraud,853.8,3,28.493658,77.002618,28.297555,75.925865,PNB,2024-01-31 15:15:00,Delhi NCR,Haryana,LOW,False,28.3_75.9,597.66,15,False
CS2024021014,Investment Scam,138183.28,7,23.951052,86.829069,22.706334,86.103636,PNB,2024-08-08 19:24:00,Jamtara,Jharkhand,HIGH,False,22.7_86.1,13818.328000000012,19,False
CS2024021015,Job Fraud,615.73,1,17.478538,78.367908,17.269605,78.241007,PNB,2024-01-17 03:13:00,Hyderabad,Telangana,LOW,False,17.3_78.2,615.73,3,False
CS2024021016,UPI Fraud,3600.79,4,19.184519,73.074886,19.09354,73.495327,ICICI,2024-02-05 08:23:00,Mumbai,Maharashtra,MEDIUM,False,19.1_73.5,1980.4345,8,False
CS2024021017,OLX Scam,147677.79,2,28.695284,77.351736,29.152278,77.272418,Canara,2024-08-04 21:48:00,Delhi,Delhi,MEDIUM,False,29.2_77.3,125526.12150000001,21,True
CS2024021018,Tech Support Fraud,1446.51,1,28.52334,76.927566,28.53158,76.909846,Canara,2024-06-22 20:39:00,Delhi,Delhi,LOW,True,28.5_76.9,1301.859,20,True
CS2024021019,UPI Fraud,8083.41,2,23.845861,86.918635,24.156351,86.715293,BOB,2024-06-16 12:38:00,Jamtara,Jharkhand,LOW,False,24.2_86.7,6870.898499999999,12,True
CS2024021020,KYC Fraud,2992.22,4,18.905721,72.944126,18.876308,71.740034,PNB,2024-02-25 12:22:00,Mumbai,Maharashtra,MEDIUM,False,18.9_71.7,1645.721,12,True
CS2024021021,KYC Fraud,688.86,3,18.994222,72.713689,19.516342,72.6118,Canara,2024-11-10 09:52:00,Mumbai,Maharashtra,LOW,False,19.5_72.6,482.202,9,True
CS2024021022,Tech Support Fraud,1683.83,1,28.68076,77.047363,28.880578,77.291522,HDFC,2024-07-31 00:15:00,Delhi,Delhi,LOW,False,28.9_77.3,1683.83,0,False
CS2024021023,Lottery Fraud,3027.81,5,28.494335,77.105139,29.012182,78.107841,SBI,2024-11-28 12:54:00,Delhi,Delhi,MEDIUM,False,29.0_78.1,1211.124,12,False
CS2024021024,Job Fraud,586.4,1,28.675758,77.744122,28.58164,78.009612,ICICI,2024-10-22 08:30:00,Delhi NCR,Haryana,LOW,False,28.6_78.0,586.4,8,False
CS2024021025,KYC Fraud,2197.09,3,17.433381,78.378551,17.234903,79.129773,ICICI,2024-07-20 02:56:00,Hyderabad,Telangana,LOW,False,17.2_79.1,1537.963,2,True
CS2024021026,UPI Fraud,1700.62,3,13.032266,77.407509,13.553262,77.664921,Canara,2024-01-07 03:05:00,Bengaluru,Karnataka,LOW,False,13.6_77.7,1190.4339999999997,3,True
CS2024021027,Job Fraud,805.5,1,28.32277,76.586293,28.421818,76.245838,BOB,2024-10-21 05:41:00,Delhi NCR,Haryana,LOW,False,28.4_76.2,805.5,5,False
CS2024021028,Tech Support Fraud,9899.81,2,19.003286,72.824664,18.728676,72.612392,PNB,2024-04-20 04:29:00,Mumbai,Maharashtra,LOW,False,18.7_72.6,8414.8385,4,True
CS2024021029,Lottery Fraud,9024.15,4,28.722244,77.786135,29.064211,78.311161,HDFC,2024-04-22 12:42:00,Delhi NCR,Haryana,MEDIUM,False,29.1_78.3,4963.2825,12,False
CS2024021030,UPI Fraud,418.35,3,24.116778,86.907559,24.901319,87.22054,SBI,2024-05-17 02:53:00,Jamtara,Jharkhand,LOW,False,24.9_87.2,292.84499999999997,2,False
CS2024021031,UPI Fraud,20054.24,3,28.443738,76.909384,27.998672,76.927669,Axis,2024-01-12 11:56:00,Delhi,Delhi,LOW,False,28.0_76.9,14037.968,11,False
CS2024021032,Romance Scam,49207.4,3,28.955906,77.050173,29.396765,75.768071,BOB,2024-08-13 11:34:00,Delhi NCR,Haryana,LOW,False,29.4_75.8,34445.18,11,False
CS2024021033,KYC Fraud,1058.45,3,28.512676,76.852192,28.180019,76.376097,Kotak,2024-11-13 22:24:00,Delhi NCR,Haryana,LOW,False,28.2_76.4,740.915,22,False
CS2024021034,Romance Scam,160210.5,6,24.032729,86.839452,23.011994,84.336913,PNB,2024-11-26 17:45:00,Jamtara,Jharkhand,HIGH,False,23.0_84.3,40052.625,17,False
CS2024021035,KYC Fraud,1815.13,2,17.369772,78.529437,17.870742,78.342872,Canara,2024-11-11 00:00:00,Hyderabad,Telangana,LOW,False,17.9_78.3,1542.8605,0,False
CS2024021036,Investment Scam,22261.63,6,19.240214,73.047111,20.091183,72.537775,BOB,2024-11-26 06:27:00,Mumbai,Maharashtra,MEDIUM,False,20.1_72.5,5565.4075,6,False
CS2024021037,Lottery Fraud,3033.03,2,19.142333,72.824586,18.995554,71.74811,PNB,2024-11-27 17:35:00,Mumbai,Maharashtra,LOW,False,19.0_71.7,2578.0755,17,False
CS2024021038,Romance Scam,11447.47,6,28.622306,77.23341,30.207384,75.581716,BOB,2024-07-31 00:22:00,Delhi,Delhi,MEDIUM,False,30.2_75.6,2861.8675,0,False
CS2024021039,OLX Scam,638.05,3,17.545543,78.594593,18.014693,78.941868,SBI,2024-12-13 22:20:00,Hyderabad,Telangana,LOW,False,18.0_78.9,446.63499999999993,22,False
CS2024021040,Tech Support Fraud,2987.79,3,28.688064,76.520534,29.12207,76.212954,Canara,2024-01-17 16:48:00,Delhi NCR,Haryana,LOW,False,29.1_76.2,2091.453,16,False
CS2024021041,Lottery Fraud,1658.02,3,28.670548,77.331763,29.078589,76.777998,BOB,2024-01-12 18:57:00,Delhi,Delhi,LOW,False,29.1_76.8,1160.6139999999998,18,False
CS2024021042,KYC Fraud,1423.11,3,19.172561,72.790238,19.919862,73.409572,SBI,2024-08-24 02:39:00,Mumbai,Maharashtra,LOW,False,19.9_73.4,996.1769999999999,2,True
CS2024021043,Lottery Fraud,6043.15,5,28.584816,77.07818,28.494626,78.161517,ICICI,2024-08-27 04:59:00,Delhi,Delhi,MEDIUM,False,28.5_78.2,2417.2599999999998,4,False
CS2024021044,Tech Support Fraud,813.44,1,23.868655,87.149399,23.864619,86.969264,Kotak,2024-10-07 18:24:00,Jamtara,Jharkhand,LOW,False,23.9_87.0,813.44,18,False
CS2024021045,KYC Fraud,745.64,4,24.145691,86.894776,24.678285,86.6976,BOB,2024-05-15 10:15:00,Jamtara,Jharkhand,MEDIUM,False,24.7_86.7,410.10200000000003,10,False
CS2024021046,Job Fraud,481.1,3,19.064155,73.015572,19.296999,72.591403,BOB,2024-03-05 09:31:00,Mumbai,Maharashtra,LOW,False,19.3_72.6,336.77,9,False
CS2024021047,Investment Scam,232375.3,8,18.898032,73.010049,16.450087,73.088494,Axis,2024-12-02 11:47:00,Mumbai,Maharashtra,HIGH,False,16.5_73.1,23237.53,11,False
CS2024021048,Romance Scam,40520.67,6,28.684652,77.69459,29.315615,75.761831,BOB,2024-10-01 11:03:00,Delhi NCR,Haryana,MEDIUM,False,29.3_75.8,10130.1675,11,False
CS2024021049,Job Fraud,1508.29,2,23.836778,86.938115,23.399451,86.694007,PNB,2024-06-04 10:24:00,Jamtara,Jharkhand,LOW,False,23.4_86.7,1282.0465,10,False
CS2024021050,Job Fraud,1239.73,1,28.647534,77.106341,28.650097,77.345182,SBI,2024-10-08 22:11:00,Delhi,Delhi,LOW,False,28.7_77.3,1239.73,22,False
CS2024021051,KYC Fraud,645.85,3,28.535016,77.262119,28.00623,77.764222,ICICI,2024-02-23 17:47:00,Delhi,Delhi,LOW,False,28.0_77.8,452.09499999999997,17,False
CS2024021052,Investment Scam,547045.0,10,28.788398,76.625699,28.813675,76.609225,PNB,2024-08-12 22:40:00,Delhi NCR,Haryana,HIGH,True,28.8_76.6,492340.5,22,False
CS2024021053,Job Fraud,863.74,2,12.977938,77.490018,13.128422,77.600676,Canara,2024-04-27 02:34:00,Bengaluru,Karnataka,LOW,False,13.1_77.6,734.179,2,True
CS2024021054,KYC Fraud,3659.33,2,13.002593,77.778505,12.564046,77.433274,PNB,2024-06-06 11:38:00,Bengaluru,Karnataka,LOW,False,12.6_77.4,3110.4305,11,False
CS2024021055,UPI Fraud,5136.53,3,17.48337,78.530115,17.24623,79.041784,HDFC,2024-11-29 17:48:00,Hyderabad,Telangana,LOW,False,17.2_79.0,3595.5709999999995,17,False
CS2024021056,Romance Scam,42402.2,4,28.680096,77.648971,30.389626,77.246281,BOB,2024-07-31 23:16:00,Delhi NCR,Haryana,MEDIUM,False,30.4_77.2,23321.21,23,False
CS2024021057,Lottery Fraud,11598.56,3,28.614255,77.315927,28.998697,76.779567,Kotak,2024-12-21 23:38:00,Delhi,Delhi,LOW,False,29.0_76.8,8118.991999999999,23,True
CS2024021058,Romance Scam,10114.95,4,13.068179,77.528011,13.046306,77.518828,PNB,2024-08-09 09:20:00,Bengaluru,Karnataka,MEDIUM,True,13.0_77.5,9103.455000000002,9,False
CS2024021059,OLX Scam,16230.03,2,24.008616,87.001175,24.424099,86.729983,Canara,2024-10-22 19:18:00,Jamtara,Jharkhand,LOW,False,24.4_86.7,13795.5255,19,False
CS2024021060,OLX Scam,25822.52,1,28.716749,76.842741,28.777106,76.632719,Kotak,2024-08-17 15:17:00,Delhi,Delhi,LOW,False,28.8_76.6,25822.52,15,True
CS2024021061,OLX Scam,29362.04,2,28.576349,76.974936,28.5897,76.720774,Kotak,2024-04-01 09:31:00,Delhi,Delhi,LOW,False,28.6_76.7,24957.734,9,False
CS2024021062,Job Fraud,4107.55,1,28.930106,77.425364,28.893725,77.248895,Kotak,2024-06-16 21:15:00,Delhi NCR,Haryana,LOW,False,28.9_77.2,4107.55,21,True
CS2024021063,Romance Scam,14157.99,6,28.763406,76.840515,27.058407,76.672143,PNB,2024-09-08 16:56:00,Delhi,Delhi,MEDIUM,False,27.1_76.7,3539.4975,16,True
CS2024021064,Romance Scam,6092.09,5,28.758293,76.919677,28.35599,78.494861,HDFC,2024-09-04 01:12:00,Delhi,Delhi,MEDIUM,False,28.4_78.5,2436.8360000000002,1,False
CS2024021065,KYC Fraud,2188.79,4,28.492632,77.334736,28.424006,76.791253,PNB,2024-04-24 08:05:00,Delhi,Delhi,MEDIUM,False,28.4_76.8,1203.8345000000002,8,False
CS2024021066,Job Fraud,146.38,1,28.799317,76.995607,28.624016,76.95396,Axis,2024-02-19 07:39:00,Delhi NCR,Haryana,LOW,False,28.6_77.0,146.38,7,False
CS2024021067,Romance Scam,47616.39,6,28.67006,76.988585,28.64539,76.957506,PNB,2024-01-17 09:03:00,Delhi,Delhi,MEDIUM,True,28.6_77.0,42854.751000000004,9,False
CS2024021068,OLX Scam,10561.14,1,28.642646,77.253364,28.595769,77.45312,ICICI,2024-11-14 02:07:00,Delhi,Delhi,LOW,False,28.6_77.5,10561.14,2,False
CS2024021069,OLX Scam,11079.27,2,28.859837,77.606297,28.976244,77.418139,Kotak,2024-11-21 01:08:00,Delhi NCR,Haryana,LOW,False,29.0_77.4,9417.379500000001,1,False
CS2024021070,UPI Fraud,1080.2,3,28.423395,77.132029,27.816398,76.346837,PNB,2024-10-21 15:16:00,Delhi NCR,Haryana,LOW,False,27.8_76.3,756.14,15,False
CS2024021071,Lottery Fraud,6788.3,4,28.625004,77.343583,28.60048,78.48582,HDFC,2024-11-28 05:48:00,Delhi NCR,Haryana,MEDIUM,False,28.6_78.5,3733.5650000000005,5,False
CS2024021072,Tech Support Fraud,3395.22,1,28.492442,77.268285,28.315647,77.417138,ICICI,2024-04-22 13:52:00,Delhi,Delhi,LOW,False,28.3_77.4,3395.22,13,False
CS2024021073,OLX Scam,17334.82,2,28.453364,76.830715,28.942082,76.645143,BOB,2024-02-02 11:25:00,Delhi,Delhi,LOW,False,28.9_76.6,14734.597,11,False
CS2024021074,Tech Support Fraud,5538.53,1,24.097737,86.837706,24.012052,87.107698,HDFC,2024-05-31 04:58:00,Jamtara,Jharkhand,LOW,False,24.0_87.1,5538.53,4,False
CS2024021075,UPI Fraud,1793.98,4,23.829235,86.832234,23.756027,87.562198,ICICI,2024-09-13 23:12:00,Jamtara,Jharkhand,MEDIUM,False,23.8_87.6,986.6890000000001,23,False
CS2024021076,Tech Support Fraud,8916.6,1,19.165625,72.832758,19.480092,72.786471,Canara,2024-01-02 04:57:00,Mumbai,Maharashtra,LOW,False,19.5_72.8,8916.6,4,False
CS2024021077,OLX Scam,17615.61,3,28.559682,77.124649,28.420325,76.945332,Kotak,2024-01-23 03:09:00,Delhi,Delhi,LOW,False,28.4_76.9,12330.927,3,False
CS2024021078,KYC Fraud,9980.07,4,19.226938,72.980799,19.309815,73.500914,SBI,2024-02-12 14:52:00,Mumbai,Maharashtra,MEDIUM,False,19.3_73.5,5489.038500000001,14,False
CS2024021079,Lottery Fraud,4206.64,3,13.012835,77.576277,12.694827,78.021702,HDFC,2024-03-31 01:09:00,Bengaluru,Karnataka,LOW,False,12.7_78.0,2944.648,1,True
CS2024021080,KYC Fraud,929.55,4,17.247686,78.417484,17.202985,77.556236,PNB,2024-06-24 02:34:00,Hyderabad,Telangana,MEDIUM,False,17.2_77.6,511.2525,2,False
CS2024021081,UPI Fraud,5219.77,3,19.096138,73.020323,19.240674,72.669555,BOB,2024-04-01 03:19:00,Mumbai,Maharashtra,LOW,False,19.2_72.7,3653.839,3,False
CS2024021082,Tech Support Fraud,1022.41,3,28.474644,76.878108,27.952097,76.776217,PNB,2024-01-01 21:38:00,Delhi,Delhi,LOW,False,28.0_76.8,715.6869999999999,21,False
CS2024021083,Investment Scam,33657.52,4,28.773481,77.280716,28.036518,76.925601,Axis,2024-12-24 00:08:00,Delhi,Delhi,MEDIUM,False,28.0_76.9,18511.636,0,False
CS2024021084,Tech Support Fraud,26842.52,2,18.942168,72.715448,18.457692,72.498029,PNB,2024-04-27 16:55:00,Mumbai,Maharashtra,LOW,False,18.5_72.5,22816.142,16,True
CS2024021085,Job Fraud,2054.59,1,28.85392,77.174373,29.242921,77.157475,Canara,2024-08-26 22:03:00,Delhi,Delhi,LOW,False,29.2_77.2,2054.59,22,False
CS2024021086,Romance Scam,50127.12,5,13.087705,77.78778,13.5679,79.37467,SBI,2024-08-16 16:18:00,Bengaluru,Karnataka,MEDIUM,False,13.6_79.4,20050.848,16,False
CS2024021087,Investment Scam,33157.85,6,23.830895,86.840755,25.13603,88.357814,HDFC,2024-12-26 06:03:00,Jamtara,Jharkhand,MEDIUM,False,25.1_88.4,8289.4625,6,False
CS2024021088,Romance Scam,5543.08,5,28.8203,76.957207,27.690204,76.106069,Axis,2024-04-02 11:04:00,Delhi,Delhi,MEDIUM,False,27.7_76.1,2217.232,11,False
CS2024021089,UPI Fraud,2981.45,4,28.632005,77.086177,28.538516,77.48973,HDFC,2024-03-10 15:45:00,Delhi,Delhi,MEDIUM,False,28.5_77.5,1639.7975000000001,15,True
CS2024021090,Job Fraud,513.92,1,23.840406,86.830219,24.053869,86.889222,Canara,2024-08-08 04:29:00,Jamtara,Jharkhand,LOW,False,24.1_86.9,513.92,4,False
CS2024021091,KYC Fraud,94.31,3,18.874596,73.060105,19.272563,72.691356,Canara,2024-02-02 07:12:00,Mumbai,Maharashtra,LOW,False,19.3_72.7,66.017,7,False
CS2024021092,UPI Fraud,5233.54,4,28.462903,77.21411,29.216091,77.777481,Canara,2024-12-26 04:55:00,Delhi,Delhi,MEDIUM,False,29.2_77.8,2878.447,4,False
CS2024021093,KYC Fraud,841.79,3,12.836057,77.621951,12.457218,77.506029,Axis,2024-05-25 11:46:00,Bengaluru,Karnataka,LOW,False,12.5_77.5,589.2529999999999,11,True
CS2024021094,Investment Scam,9678.69,5,24.116818,86.893086,26.639874,87.24863,Canara,2024-05-07 20:38:00,Jamtara,Jharkhand,MEDIUM,False,26.6_87.2,3871.4760000000006,20,False
CS2024021095,Romance Scam,75455.52,6,28.499292,77.107131,27.150832,76.614095,Axis,2024-09-10 23:20:00,Delhi,Delhi,MEDIUM,False,27.2_76.6,18863.88,23,False
CS2024021096,Investment Scam,86906.43,5,28.448512,76.825256,26.906516,74.605605,PNB,2024-05-22 12:21:00,Delhi NCR,Haryana,MEDIUM,False,26.9_74.6,34762.572,12,False
CS2024021097,Job Fraud,1641.98,2,12.897152,77.569945,12.516858,77.686878,ICICI,2024-06-11 21:02:00,Bengaluru,Karnataka,LOW,False,12.5_77.7,1395.683,21,False
CS2024021098,UPI Fraud,534.08,4,12.881652,77.54529,13.080531,77.095181,BOB,2024-06-14 00:46:00,Bengaluru,Karnataka,MEDIUM,False,13.1_77.1,293.744,0,False
CS2024021099,KYC Fraud,1458.49,4,28.741349,77.189239,28.40963,77.895594,ICICI,2024-08-25 21:41:00,Delhi,Delhi,MEDIUM,False,28.4_77.9,802.1695000000001,21,True
CS2024021100,Romance Scam,6592.87,5,28.417888,76.913741,26.50514,77.359919,ICICI,2024-09-18 06:15:00,Delhi,Delhi,MEDIUM,False,26.5_77.4,2637.148,6,False
CS2024021101,Lottery Fraud,3485.95,4,12.907481,77.425084,12.299872,77.066243,Axis,2024-01-23 03:19:00,Bengaluru,Karnataka,MEDIUM,False,12.3_77.1,1917.2725,3,False
CS2024021102,KYC Fraud,528.75,4,28.688028,77.384819,28.303729,77.573116,ICICI,2024-06-15 20:26:00,Delhi,Delhi,MEDIUM,False,28.3_77.6,290.8125,20,True
CS2024021103,Investment Scam,1096.82,4,13.044208,77.41973,13.168654,76.747264,Kotak,2024-01-15 02:58:00,Bengaluru,Karnataka,MEDIUM,False,13.2_76.7,603.251,2,False
CS2024021104,Job Fraud,1024.64,3,28.741822,77.324586,29.12123,77.388797,Canara,2024-01-29 07:10:00,Delhi NCR,Haryana,LOW,False,29.1_77.4,717.248,7,False
